slug,tour,start,surface,round,winner_id,winner_name,winner_ioc,loser_id,loser_name,loser_ioc,score
2026PiracicabaChallenger,atp,2026-06-22,Clay,Q2,211761,Valentin Basel,ARG,212306,Ignacio Parisca,VEN,6-1 6-2
2026PiracicabaChallenger,atp,2026-06-22,Clay,Q2,212455,Lucas Andrade Da Silva,BRA,208532,Thiago Cigarran,ARG,6-4 6-3
2026PiracicabaChallenger,atp,2026-06-22,Clay,QF,106380,Gonzalo Villanueva,ARG,209254,Valerio Aboian,ARG,6-1 6-1
2026PiracicabaChallenger,atp,2026-06-22,Clay,QF,205734,Thiago Seyboth Wild,BRA,106044,Nicolas Kicker,ARG,6-0 1-0 RET
2026PiracicabaChallenger,atp,2026-06-22,Clay,QF,207799,Matheus Pucinelli De Almeida,BRA,212051,Joaquin Aguilar Cardozo,URU,7-6(3) 6-2
2026PiracicabaChallenger,atp,2026-06-22,Clay,QF,210412,Juan Manuel La Serna,ARG,200572,Nick Hardt,DOM,6-2 3-0 RET
2026PiracicabaChallenger,atp,2026-06-22,Clay,R16,106044,Nicolas Kicker,ARG,210052,Nicolas Zanellato,BRA,7-5 6-4
2026PiracicabaChallenger,atp,2026-06-22,Clay,R16,106380,Gonzalo Villanueva,ARG,207130,Matias Soto,CHI,4-6 6-3 7-5
2026PiracicabaChallenger,atp,2026-06-22,Clay,R16,200572,Nick Hardt,DOM,105868,Wilson Leite,BRA,6-3 6-1
2026PiracicabaChallenger,atp,2026-06-22,Clay,R16,205734,Thiago Seyboth Wild,BRA,212455,Lucas Andrade Da Silva,BRA,7-6(3) 7-6(6)
2026PiracicabaChallenger,atp,2026-06-22,Clay,R16,207799,Matheus Pucinelli De Almeida,BRA,208063,Paulo Andre Saraiva Dos Santos,BRA,6-3 4-6 6-2
2026PiracicabaChallenger,atp,2026-06-22,Clay,R16,209254,Valerio Aboian,ARG,106292,Hernan Casanova,ARG,6-2 4-6 6-4
2026PiracicabaChallenger,atp,2026-06-22,Clay,R16,210412,Juan Manuel La Serna,ARG,144973,Santiago Fa Rodriguez Taverna,ARG,6-2 1-0 RET
2026PiracicabaChallenger,atp,2026-06-22,Clay,R16,212051,Joaquin Aguilar Cardozo,URU,208913,Juan Bautista Torres,ARG,6-3 6-4
2026PiracicabaChallenger,atp,2026-06-22,Clay,R32,106044,Nicolas Kicker,ARG,210218,Bruno Fernandez,BRA,7-6(1) 4-6 6-4
2026PiracicabaChallenger,atp,2026-06-22,Clay,R32,106292,Hernan Casanova,ARG,200495,Eduardo Ribeiro,BRA,7-5 6-2
2026PiracicabaChallenger,atp,2026-06-22,Clay,R32,106380,Gonzalo Villanueva,ARG,210507,Nicolas Villalon,CHI,1-6 6-3 6-1
2026PiracicabaChallenger,atp,2026-06-22,Clay,R32,144973,Santiago Fa Rodriguez Taverna,ARG,208532,Thiago Cigarran,ARG,7-6(9) 3-6 6-2
2026PiracicabaChallenger,atp,2026-06-22,Clay,R32,200572,Nick Hardt,DOM,211664,Nicolas Oliveira,BRA,2-6 6-4 6-4
2026PiracicabaChallenger,atp,2026-06-22,Clay,R32,205734,Thiago Seyboth Wild,BRA,210323,Luis Felipe Miguel,BRA,2-6 6-3 6-2
2026PiracicabaChallenger,atp,2026-06-22,Clay,R32,207130,Matias Soto,CHI,133820,Ignacio Monzon,ARG,6-3 6-1
2026PiracicabaChallenger,atp,2026-06-22,Clay,R32,207799,Matheus Pucinelli De Almeida,BRA,210377,Luciano Emanuel Ambrogi,ARG,6-7(3) 6-3 6-1
2026PiracicabaChallenger,atp,2026-06-22,Clay,R32,208063,Paulo Andre Saraiva Dos Santos,BRA,211479,Gustavo Ribeiro De Almeida,BRA,7-5 6-3
2026PiracicabaChallenger,atp,2026-06-22,Clay,R32,208913,Juan Bautista Torres,ARG,207834,Juan Alejandro Hernandez Serrano,MEX,3-6 6-2 6-0
2026PiracicabaChallenger,atp,2026-06-22,Clay,R32,209254,Valerio Aboian,ARG,211761,Valentin Basel,ARG,6-4 6-2
2026PiracicabaChallenger,atp,2026-06-22,Clay,R32,210052,Nicolas Zanellato,BRA,212784,Maximo Zeitune,ARG,7-6(4) 3-6 6-4
2026PiracicabaChallenger,atp,2026-06-22,Clay,R32,210412,Juan Manuel La Serna,ARG,212780,Enzo Kohlmann De Freitas,BRA,6-4 6-7(1) 6-4
2026PiracicabaChallenger,atp,2026-06-22,Clay,R32,212051,Joaquin Aguilar Cardozo,URU,211661,Juan Estevez,ARG,6-2 6-3
2026PiracicabaChallenger,atp,2026-06-22,Clay,R32,212455,Lucas Andrade Da Silva,BRA,138485,Conner Huertas Del Pino,PER,6-4 6-3
2026PiracicabaChallenger,atp,2026-06-22,Clay,SF,106380,Gonzalo Villanueva,ARG,207799,Matheus Pucinelli De Almeida,BRA,3-6 7-5 6-1
2026PiracicabaChallenger,atp,2026-06-22,Clay,SF,205734,Thiago Seyboth Wild,BRA,210412,Juan Manuel La Serna,ARG,6-3 6-3
2026TarguMuresChallenger,atp,2026-06-22,Clay,F,111576,Sumit Nagal,IND,213149,Felix Balshaw,FRA,6-3 7-5
2026TarguMuresChallenger,atp,2026-06-22,Clay,Q1,104905,Nicolas Barrientos,COL,210650,Stefan Adrian Andreescu,ROU,6-4 6-3
2026TarguMuresChallenger,atp,2026-06-22,Clay,Q1,106177,Oriol Roca Batalla,ESP,208250,Mihai Razvan Marinescu,ROU,6-1 6-3
2026TarguMuresChallenger,atp,2026-06-22,Clay,Q1,106187,Denis Yevseyev,KAZ,207660,Nicholas David Ionel,ROU,3-0 RET
2026TarguMuresChallenger,atp,2026-06-22,Clay,Q1,144682,Kaito Uesugi,JPN,126125,Maxime Janvier,FRA,6-1 3-6 6-3
2026TarguMuresChallenger,atp,2026-06-22,Clay,Q1,200214,Alan Fernando Rubio Fierros,MEX,213855,Cezar Stefan Bentzel,ROU,6-4 6-0
2026TarguMuresChallenger,atp,2026-06-22,Clay,Q1,206553,Luca Potenza,ITA,214028,Matei Varbanciu,ROU,6-1 6-3
2026TarguMuresChallenger,atp,2026-06-22,Clay,Q1,207407,Peter Makk,HUN,211491,Robert Guna,ROU,7-5 6-7(5) 6-3
2026TarguMuresChallenger,atp,2026-06-22,Clay,Q1,208457,Radu Mihai Papoe,ROU,212889,Daniel Uta,ROU,6-2 6-0
2026TarguMuresChallenger,atp,2026-06-22,Clay,Q1,209142,Sebastian Gima,ROU,200681,Adil Kalyanpur,IND,6-0 6-1
2026TarguMuresChallenger,atp,2026-06-22,Clay,Q1,210145,John Sperle,GER,208158,Dominik Palan,CZE,6-3 6-2
2026TarguMuresChallenger,atp,2026-06-22,Clay,Q1,212886,Radu David Turcanu,ROU,207502,Stefan Palosi,ROU,6-7(5) 6-2 6-3
2026TarguMuresChallenger,atp,2026-06-22,Clay,Q1,213149,Felix Balshaw,FRA,202305,Franco Ribero,ARG,6-3 6-1
2026TarguMuresChallenger,atp,2026-06-22,Clay,Q2,106177,Oriol Roca Batalla,ESP,209142,Sebastian Gima,ROU,6-3 6-4
2026TarguMuresChallenger,atp,2026-06-22,Clay,Q2,106187,Denis Yevseyev,KAZ,104905,Nicolas Barrientos,COL,6-4 7-5
2026TarguMuresChallenger,atp,2026-06-22,Clay,Q2,200214,Alan Fernando Rubio Fierros,MEX,212886,Radu David Turcanu,ROU,3-6 6-2 6-2
2026TarguMuresChallenger,atp,2026-06-22,Clay,Q2,206553,Luca Potenza,ITA,144682,Kaito Uesugi,JPN,6-4 6-3
2026TarguMuresChallenger,atp,2026-06-22,Clay,Q2,208457,Radu Mihai Papoe,ROU,210145,John Sperle,GER,6-3 6-2
2026TarguMuresChallenger,atp,2026-06-22,Clay,Q2,213149,Felix Balshaw,FRA,207407,Peter Makk,HUN,6-1 7-6(4)
2026TarguMuresChallenger,atp,2026-06-22,Clay,QF,111576,Sumit Nagal,IND,207213,Duje Ajdukovic,CRO,3-6 7-5 6-4
2026TarguMuresChallenger,atp,2026-06-22,Clay,QF,206470,Cezar Cretu,ROU,213360,Niels Mcdonald,GER,6-3 6-4
2026TarguMuresChallenger,atp,2026-06-22,Clay,QF,210119,Andrej Nedic,BIH,208024,Max Alcala Gurri,ESP,6-2 6-4
2026TarguMuresChallenger,atp,2026-06-22,Clay,QF,213149,Felix Balshaw,FRA,209322,Martin Krumich,CZE,6-3 3-6 6-3
2026TarguMuresChallenger,atp,2026-06-22,Clay,R16,111576,Sumit Nagal,IND,133975,Benjamin Hassan,LBN,1-6 6-4 6-4
2026TarguMuresChallenger,atp,2026-06-22,Clay,R16,206470,Cezar Cretu,ROU,208223,Alvaro Guillen Meza,ECU,6-2 6-3
2026TarguMuresChallenger,atp,2026-06-22,Clay,R16,207213,Duje Ajdukovic,CRO,106162,Franco Agamenone,ITA,7-5 7-5
2026TarguMuresChallenger,atp,2026-06-22,Clay,R16,208024,Max Alcala Gurri,ESP,209849,Sascha Gueymard Wayenburg,FRA,6-2 7-5
2026TarguMuresChallenger,atp,2026-06-22,Clay,R16,209322,Martin Krumich,CZE,209916,Marko Topo,GER,6-4 6-2
2026TarguMuresChallenger,atp,2026-06-22,Clay,R16,210119,Andrej Nedic,BIH,209142,Sebastian Gima,ROU,6-7(4) 6-3 7-5
2026TarguMuresChallenger,atp,2026-06-22,Clay,R16,213149,Felix Balshaw,FRA,209284,Elmer Moller,DEN,6-1 3-0 RET
2026TarguMuresChallenger,atp,2026-06-22,Clay,R16,213360,Niels Mcdonald,GER,208859,Francesco Passaro,ITA,6-7(5) 6-3 6-4
2026TarguMuresChallenger,atp,2026-06-22,Clay,R32,106162,Franco Agamenone,ITA,132573,Luca Castelnuovo,SUI,6-3 3-6 7-5
2026TarguMuresChallenger,atp,2026-06-22,Clay,R32,111576,Sumit Nagal,IND,209890,Mili Poljicak,CRO,6-4 3-6 7-5
2026TarguMuresChallenger,atp,2026-06-22,Clay,R32,133975,Benjamin Hassan,LBN,207732,Miguel Damas,ESP,6-2 3-6 7-6(3)
2026TarguMuresChallenger,atp,2026-06-22,Clay,R32,206470,Cezar Cretu,ROU,117361,Akira Santillan,AUS,6-4 6-3
2026TarguMuresChallenger,atp,2026-06-22,Clay,R32,207213,Duje Ajdukovic,CRO,105430,Radu Albot,MDA,3-6 7-6(3) 7-6(11)
2026TarguMuresChallenger,atp,2026-06-22,Clay,R32,208024,Max Alcala Gurri,ESP,200672,Sergey Fomin,UZB,7-6(6) 6-1
2026TarguMuresChallenger,atp,2026-06-22,Clay,R32,208223,Alvaro Guillen Meza,ECU,208457,Radu Mihai Papoe,ROU,7-6(4) 7-5
2026TarguMuresChallenger,atp,2026-06-22,Clay,R32,208859,Francesco Passaro,ITA,106177,Oriol Roca Batalla,ESP,7-6(2) 6-4
2026TarguMuresChallenger,atp,2026-06-22,Clay,R32,209142,Sebastian Gima,ROU,106187,Denis Yevseyev,KAZ,7-6(4) 6-3
2026TarguMuresChallenger,atp,2026-06-22,Clay,R32,209284,Elmer Moller,DEN,206553,Luca Potenza,ITA,6-4 7-5
2026TarguMuresChallenger,atp,2026-06-22,Clay,R32,209322,Martin Krumich,CZE,101495,Miguel Tobon,COL,6-4 4-6 6-4
2026TarguMuresChallenger,atp,2026-06-22,Clay,R32,209849,Sascha Gueymard Wayenburg,FRA,212244,Gabriel Ghetu,ROU,7-5 6-1
2026TarguMuresChallenger,atp,2026-06-22,Clay,R32,209916,Marko Topo,GER,209899,Ilia Simakin,RUS,6-4 4-6 6-2
2026TarguMuresChallenger,atp,2026-06-22,Clay,R32,210119,Andrej Nedic,BIH,200214,Alan Fernando Rubio Fierros,MEX,6-1 6-2
2026TarguMuresChallenger,atp,2026-06-22,Clay,R32,213149,Felix Balshaw,FRA,213066,Stefan Horia Haita,ROU,6-2 6-0
2026TarguMuresChallenger,atp,2026-06-22,Clay,R32,213360,Niels Mcdonald,GER,212020,Michele Ribecai,ITA,7-5 6-7(5) 6-1
2026TarguMuresChallenger,atp,2026-06-22,Clay,SF,111576,Sumit Nagal,IND,206470,Cezar Cretu,ROU,6-3 4-6 6-1
2026TarguMuresChallenger,atp,2026-06-22,Clay,SF,213149,Felix Balshaw,FRA,210119,Andrej Nedic,BIH,7-6(5) 7-5
2026BrasovChallenger,atp,2026-06-29,Clay,F,200436,Zsombor Piros,HUN,202333,Keegan Smith,USA,6-4 6-4
2026BrasovChallenger,atp,2026-06-29,Clay,Q1,105430,Radu Albot,MDA,207507,Stefan Latinovic,SRB,7-6(3) 6-3
2026BrasovChallenger,atp,2026-06-29,Clay,Q1,106220,Dimitar Kuzmanov,BUL,104822,N Vijay Sundar Prashanth,IND,6-0 6-1
2026BrasovChallenger,atp,2026-06-29,Clay,Q1,117361,Akira Santillan,AUS,212887,Alejandro Mateo Berge Nourescu,ROU,6-3 6-3
2026BrasovChallenger,atp,2026-06-29,Clay,Q1,126125,Maxime Janvier,FRA,202398,Michael Vrbensky,CZE,7-6(8) 4-6 6-3
2026BrasovChallenger,atp,2026-06-29,Clay,Q1,126878,David Poljak,CZE,208158,Dominik Palan,CZE,6-3 1-6 6-3
2026BrasovChallenger,atp,2026-06-29,Clay,Q1,200672,Sergey Fomin,UZB,121497,Mircea Alexandru Jecan,ROU,6-3 7-6(5)
2026BrasovChallenger,atp,2026-06-29,Clay,Q1,207407,Peter Makk,HUN,106368,Ramkumar Ramanathan,IND,6-3 7-6(6)
2026BrasovChallenger,atp,2026-06-29,Clay,Q1,209142,Sebastian Gima,ROU,210650,Stefan Adrian Andreescu,ROU,6-3 1-0 RET
2026BrasovChallenger,atp,2026-06-29,Clay,Q1,209167,Olle Wallin,SWE,210652,Dragos Nicolae Cazacu,ROU,6-7(3) 7-5 6-2
2026BrasovChallenger,atp,2026-06-29,Clay,Q1,209899,Ilia Simakin,RUS,212886,Radu David Turcanu,ROU,4-6 6-1 6-2
2026BrasovChallenger,atp,2026-06-29,Clay,Q1,212244,Gabriel Ghetu,ROU,132573,Luca Castelnuovo,SUI,6-3 6-3
2026BrasovChallenger,atp,2026-06-29,Clay,Q2,105430,Radu Albot,MDA,209142,Sebastian Gima,ROU,6-2 7-6(1)
2026BrasovChallenger,atp,2026-06-29,Clay,Q2,106220,Dimitar Kuzmanov,BUL,207407,Peter Makk,HUN,4-6 6-3 6-0
2026BrasovChallenger,atp,2026-06-29,Clay,Q2,117361,Akira Santillan,AUS,106187,Denis Yevseyev,KAZ,4-6 6-1 6-1
2026BrasovChallenger,atp,2026-06-29,Clay,Q2,209167,Olle Wallin,SWE,200672,Sergey Fomin,UZB,3-6 6-4 6-1
2026BrasovChallenger,atp,2026-06-29,Clay,Q2,209899,Ilia Simakin,RUS,126125,Maxime Janvier,FRA,4-6 6-2 7-6(4)
2026BrasovChallenger,atp,2026-06-29,Clay,Q2,212244,Gabriel Ghetu,ROU,126878,David Poljak,CZE,6-2 3-6 6-4
2026BrasovChallenger,atp,2026-06-29,Clay,QF,200436,Zsombor Piros,HUN,106220,Dimitar Kuzmanov,BUL,6-2 6-3
2026BrasovChallenger,atp,2026-06-29,Clay,QF,202333,Keegan Smith,USA,210119,Andrej Nedic,BIH,6-1 7-6(3)
2026BrasovChallenger,atp,2026-06-29,Clay,QF,207815,Guido Ivan Justo,ARG,209167,Olle Wallin,SWE,6-1 6-4
2026BrasovChallenger,atp,2026-06-29,Clay,QF,209874,Maks Kasnikowski,POL,209849,Sascha Gueymard Wayenburg,FRA,6-4 6-2
2026BrasovChallenger,atp,2026-06-29,Clay,R16,106220,Dimitar Kuzmanov,BUL,202146,Luka Pavlovic,FRA,4-6 6-2 7-6(5)
2026BrasovChallenger,atp,2026-06-29,Clay,R16,200436,Zsombor Piros,HUN,207502,Stefan Palosi,ROU,6-3 3-6 6-1
2026BrasovChallenger,atp,2026-06-29,Clay,R16,202333,Keegan Smith,USA,202260,Henri Squire,GER,7-6(5) 6-2
2026BrasovChallenger,atp,2026-06-29,Clay,R16,207815,Guido Ivan Justo,ARG,212207,Ognjen Milic,SRB,6-4 3-6 6-2
2026BrasovChallenger,atp,2026-06-29,Clay,R16,209167,Olle Wallin,SWE,106393,Frederico Ferreira Silva,POR,6-4 6-3
2026BrasovChallenger,atp,2026-06-29,Clay,R16,209849,Sascha Gueymard Wayenburg,FRA,210510,Lautaro Midon,ARG,4-6 6-3 6-4
2026BrasovChallenger,atp,2026-06-29,Clay,R16,209874,Maks Kasnikowski,POL,212749,Andres Santamarta Roig,ESP,6-3 6-2
2026BrasovChallenger,atp,2026-06-29,Clay,R16,210119,Andrej Nedic,BIH,208364,Franco Roncadelli,URU,6-3 6-4
2026BrasovChallenger,atp,2026-06-29,Clay,R32,106220,Dimitar Kuzmanov,BUL,209899,Ilia Simakin,RUS,3-6 6-4 6-2
2026BrasovChallenger,atp,2026-06-29,Clay,R32,106393,Frederico Ferreira Silva,POR,210220,Edas Butvilas,LTU,6-3 6-3
2026BrasovChallenger,atp,2026-06-29,Clay,R32,200436,Zsombor Piros,HUN,105430,Radu Albot,MDA,6-1 6-4
2026BrasovChallenger,atp,2026-06-29,Clay,R32,202146,Luka Pavlovic,FRA,117361,Akira Santillan,AUS,7-6(2) 6-3
2026BrasovChallenger,atp,2026-06-29,Clay,R32,202260,Henri Squire,GER,211451,Gilles Arnaud Bailly,BEL,6-3 3-6 6-4
2026BrasovChallenger,atp,2026-06-29,Clay,R32,202333,Keegan Smith,USA,212244,Gabriel Ghetu,ROU,4-6 7-6(6) 6-4
2026BrasovChallenger,atp,2026-06-29,Clay,R32,207502,Stefan Palosi,ROU,106187,Denis Yevseyev,KAZ,6-4 6-7(5) 7-5
2026BrasovChallenger,atp,2026-06-29,Clay,R32,207815,Guido Ivan Justo,ARG,209142,Sebastian Gima,ROU,6-2 6-1
2026BrasovChallenger,atp,2026-06-29,Clay,R32,208364,Franco Roncadelli,URU,208223,Alvaro Guillen Meza,ECU,4-6 6-2 6-4
2026BrasovChallenger,atp,2026-06-29,Clay,R32,209167,Olle Wallin,SWE,206470,Cezar Cretu,ROU,7-5 6-1
2026BrasovChallenger,atp,2026-06-29,Clay,R32,209849,Sascha Gueymard Wayenburg,FRA,208024,Max Alcala Gurri,ESP,7-6(5) 3-6 6-3
2026BrasovChallenger,atp,2026-06-29,Clay,R32,209874,Maks Kasnikowski,POL,200748,Andres Andrade,ECU,7-6(4) 6-1
2026BrasovChallenger,atp,2026-06-29,Clay,R32,210119,Andrej Nedic,BIH,208004,Harold Mayot,FRA,6-2 6-0
2026BrasovChallenger,atp,2026-06-29,Clay,R32,210510,Lautaro Midon,ARG,213066,Stefan Horia Haita,ROU,6-7(3) 7-5 6-0
2026BrasovChallenger,atp,2026-06-29,Clay,R32,212207,Ognjen Milic,SRB,208353,Francesco Maestrelli,ITA,6-3 6-7(8) 6-3
2026BrasovChallenger,atp,2026-06-29,Clay,R32,212749,Andres Santamarta Roig,ESP,210748,Federico Cina,ITA,6-4 6-3
2026BrasovChallenger,atp,2026-06-29,Clay,SF,200436,Zsombor Piros,HUN,209874,Maks Kasnikowski,POL,4-6 6-3 6-2
2026BrasovChallenger,atp,2026-06-29,Clay,SF,202333,Keegan Smith,USA,207815,Guido Ivan Justo,ARG,7-6(4) 6-2
2026CaryChallenger,atp,2026-06-29,Hard,F,211711,Braden Shick,USA,209355,Timo Legout,FRA,4-6 7-5 6-3
2026CaryChallenger,atp,2026-06-29,Hard,Q1,105655,Hiroki Moriya,JPN,126206,Alex Rybakov,USA,7-6(3) 5-2 RET
2026CaryChallenger,atp,2026-06-29,Hard,Q1,201987,Masamichi Imamura,JPN,209088,Quinn Vandecasteele,USA,6-3 6-3
2026CaryChallenger,atp,2026-06-29,Hard,Q1,202122,Yuta Shimizu,JPN,202297,Dan Martin,CAN,7-6(4) 7-6(2)
2026CaryChallenger,atp,2026-06-29,Hard,Q1,202290,Dhakshineswar Suresh,IND,106283,Mitchell Krueger,USA,6-1 6-4
2026CaryChallenger,atp,2026-06-29,Hard,Q1,207993,Justin Boulais,CAN,212174,Enzo Aguiard,AUS,6-7(6) 7-5 6-3
2026CaryChallenger,atp,2026-06-29,Hard,Q1,208389,James Trotter,JPN,213838,Ronit Karki,USA,6-1 6-7(14) 6-3
2026CaryChallenger,atp,2026-06-29,Hard,Q1,208649,Andrew Fenty,USA,207202,Karl Poling,USA,6-3 6-3
2026CaryChallenger,atp,2026-06-29,Hard,Q1,209079,Samir Banerjee,USA,132052,Christian Langmo,USA,7-6(7) 6-4
2026CaryChallenger,atp,2026-06-29,Hard,Q1,210028,Ozan Baris,USA,212251,Daniel Milavsky,USA,6-1 7-5
2026CaryChallenger,atp,2026-06-29,Hard,Q1,210221,Jay Dylan Hara Friend,JPN,210434,Charlie Camus,FRA,6-4 6-2
2026CaryChallenger,atp,2026-06-29,Hard,Q1,212216,Trevor Svajda,USA,200666,Jie Cui,CHN,6-3 7-6(2)
2026CaryChallenger,atp,2026-06-29,Hard,Q2,202122,Yuta Shimizu,JPN,212216,Trevor Svajda,USA,6-4 7-6(2)
2026CaryChallenger,atp,2026-06-29,Hard,Q2,202290,Dhakshineswar Suresh,IND,209079,Samir Banerjee,USA,7-6(5) 6-3
2026CaryChallenger,atp,2026-06-29,Hard,Q2,208649,Andrew Fenty,USA,201987,Masamichi Imamura,JPN,6-4 6-1
2026CaryChallenger,atp,2026-06-29,Hard,Q2,210028,Ozan Baris,USA,208389,James Trotter,JPN,7-6(7) 6-2
2026CaryChallenger,atp,2026-06-29,Hard,Q2,210221,Jay Dylan Hara Friend,JPN,207993,Justin Boulais,CAN,7-6(2) 4-6 6-3
2026CaryChallenger,atp,2026-06-29,Hard,Q2,210399,Edward Winter,AUS,105655,Hiroki Moriya,JPN,4-6 6-2 6-3
2026CaryChallenger,atp,2026-06-29,Hard,QF,133297,Yosuke Watanuki,JPN,213605,Jack Kennedy,USA,6-1 6-4
2026CaryChallenger,atp,2026-06-29,Hard,QF,209355,Timo Legout,FRA,210028,Ozan Baris,USA,6-4 6-1
2026CaryChallenger,atp,2026-06-29,Hard,QF,210399,Edward Winter,AUS,213152,William Manning,USA,6-3 6-4
2026CaryChallenger,atp,2026-06-29,Hard,QF,211711,Braden Shick,USA,210221,Jay Dylan Hara Friend,JPN,7-6(6) 6-4
2026CaryChallenger,atp,2026-06-29,Hard,R16,133297,Yosuke Watanuki,JPN,126555,Tung Lin Wu,TPE,6-3 6-7(1) 6-1
2026CaryChallenger,atp,2026-06-29,Hard,R16,209355,Timo Legout,FRA,210536,Rei Sakamoto,JPN,6-4 6-3
2026CaryChallenger,atp,2026-06-29,Hard,R16,210028,Ozan Baris,USA,134329,Blake Ellis,AUS,6-1 6-4
2026CaryChallenger,atp,2026-06-29,Hard,R16,210221,Jay Dylan Hara Friend,JPN,208025,Alex Martinez,ESP,6-1 6-2
2026CaryChallenger,atp,2026-06-29,Hard,R16,210399,Edward Winter,AUS,206750,Daniil Glinka,EST,6-7(6) 6-4 6-4
2026CaryChallenger,atp,2026-06-29,Hard,R16,211711,Braden Shick,USA,202290,Dhakshineswar Suresh,IND,6-4 4-1 RET
2026CaryChallenger,atp,2026-06-29,Hard,R16,213152,William Manning,USA,111581,Michael Mmoh,USA,7-6(7) 3-6 3-3 RET
2026CaryChallenger,atp,2026-06-29,Hard,R16,213605,Jack Kennedy,USA,106281,Liam Broady,GBR,2-6 7-5 7-6(5)
2026CaryChallenger,atp,2026-06-29,Hard,R32,106281,Liam Broady,GBR,211627,Hayato Matsuoka,JPN,6-1 6-2
2026CaryChallenger,atp,2026-06-29,Hard,R32,111581,Michael Mmoh,USA,202122,Yuta Shimizu,JPN,7-6(3) 7-6(5)
2026CaryChallenger,atp,2026-06-29,Hard,R32,126555,Tung Lin Wu,TPE,207993,Justin Boulais,CAN,6-7(8) 6-4 7-6(3)
2026CaryChallenger,atp,2026-06-29,Hard,R32,133297,Yosuke Watanuki,JPN,210318,Andre Ilagan,USA,3-6 6-0 6-3
2026CaryChallenger,atp,2026-06-29,Hard,R32,134329,Blake Ellis,AUS,210340,Philip Sekulic,AUS,7-5 6-7(4) 7-5
2026CaryChallenger,atp,2026-06-29,Hard,R32,202290,Dhakshineswar Suresh,IND,208119,Liam Draxl,CAN,7-6(5) 6-4
2026CaryChallenger,atp,2026-06-29,Hard,R32,206750,Daniil Glinka,EST,208854,Aidan Mayo,USA,7-6(1) 2-6 7-6(5)
2026CaryChallenger,atp,2026-06-29,Hard,R32,208025,Alex Martinez,ESP,200677,Rio Noguchi,JPN,6-1 6-3
2026CaryChallenger,atp,2026-06-29,Hard,R32,209355,Timo Legout,FRA,209080,Blaise Bicknell,JAM,6-3 6-2
2026CaryChallenger,atp,2026-06-29,Hard,R32,210028,Ozan Baris,USA,126663,Juan Pablo Ficovich,ARG,6-4 5-7 6-4
2026CaryChallenger,atp,2026-06-29,Hard,R32,210221,Jay Dylan Hara Friend,JPN,200670,J J Wolf,USA,5-7 7-6(5) 6-3
2026CaryChallenger,atp,2026-06-29,Hard,R32,210399,Edward Winter,AUS,208649,Andrew Fenty,USA,3-0 RET
2026CaryChallenger,atp,2026-06-29,Hard,R32,210536,Rei Sakamoto,JPN,211701,Jules Leroux,FRA,6-3 6-7(3) 6-2
2026CaryChallenger,atp,2026-06-29,Hard,R32,211711,Braden Shick,USA,111806,Fajing Sun,CHN,6-1 6-2
2026CaryChallenger,atp,2026-06-29,Hard,R32,213152,William Manning,USA,208144,Giles Hussey,GBR,6-1 6-2
2026CaryChallenger,atp,2026-06-29,Hard,R32,213605,Jack Kennedy,USA,111187,Kaichi Uchida,JPN,6-4 6-4
2026CaryChallenger,atp,2026-06-29,Hard,SF,209355,Timo Legout,FRA,210399,Edward Winter,AUS,7-5 7-5
2026CaryChallenger,atp,2026-06-29,Hard,SF,211711,Braden Shick,USA,133297,Yosuke Watanuki,JPN,WO
2026MilanChallenger,atp,2026-06-29,Clay,F,207680,Facundo Diaz Acosta,ARG,106065,Marco Cecchinato,ITA,6-7(0) 7-6(5) 7-6(5)
2026MilanChallenger,atp,2026-06-29,Clay,Q1,105613,Norbert Gombos,SVK,207601,Manuel Mazza,ITA,7-6(7) 6-4
2026MilanChallenger,atp,2026-06-29,Clay,Q1,106177,Oriol Roca Batalla,ESP,213064,Samuele Seghetti,ITA,6-3 3-6 7-5
2026MilanChallenger,atp,2026-06-29,Clay,Q1,109054,Daniel Masur,GER,213619,Oskari Paldanius,FIN,6-7(5) 6-3 6-1
2026MilanChallenger,atp,2026-06-29,Clay,Q1,133872,Enrico Dalla Valle,ITA,206467,Federico Arnaboldi,ITA,6-2 3-1 RET
2026MilanChallenger,atp,2026-06-29,Clay,Q1,206662,Georgii Kravchenko,UKR,210684,Niccolo Ciavarella,ITA,6-3 6-4
2026MilanChallenger,atp,2026-06-29,Clay,Q1,206867,Tommaso Compagnucci,ITA,214481,Francesco Giuseppe Colasanto,ITA,6-2 6-1
2026MilanChallenger,atp,2026-06-29,Clay,Q1,207231,Mathys Erhard,FRA,211323,Jacopo Bilardo,ITA,6-7(4) 6-2 6-2
2026MilanChallenger,atp,2026-06-29,Clay,Q1,208285,Fausto Tabacco,ITA,209506,Francesco Forti,ITA,3-6 6-4 6-2
2026MilanChallenger,atp,2026-06-29,Clay,Q1,209318,Petr Nesterov,BUL,208153,Giuseppe La Vela,ITA,6-1 6-4
2026MilanChallenger,atp,2026-06-29,Clay,Q1,210054,Matthew William Donald,CZE,206553,Luca Potenza,ITA,6-2 7-6(7)
2026MilanChallenger,atp,2026-06-29,Clay,Q1,211639,Alejo Sanchez Quilez,ESP,209890,Mili Poljicak,CRO,6-7(5) 6-4 6-2
2026MilanChallenger,atp,2026-06-29,Clay,Q1,212461,Daniele Rapagnetta,ITA,134068,Vadym Ursu,UKR,6-2 6-1
