player_id,hand,dob,ioc,height
100900,R,19630319,CZE,185
100901,R,19630320,USA,185
100902,R,19630322,GER,
100903,R,19630322,USA,178
100904,R,19630324,USA,183
100905,R,19630324,USA,178
100906,R,19630329,AUS,180
100907,R,19630401,ITA,170
100908,R,19630401,SWE,193
100909,R,19630406,GER,193
100910,R,19630409,SWE,193
100911,R,19630412,SUI,193
100912,R,19630412,GBR,183
100913,L,19630413,SWE,183
100914,R,19630418,FRA,178
100915,R,19630419,USA,
100916,R,19630423,GER,
100917,R,19630425,BRA,188
100918,R,19630427,GER,188
100919,R,19630427,MAR,183
100920,R,19630501,USA,190
100921,R,19630510,FRA,178
100922,A,19630512,ARG,173
100923,R,19630513,AUS,180
100924,R,19630517,MEX,180
100925,R,19630519,USA,
100926,R,19630524,USA,185
100927,R,19630527,USA,183
100928,R,19630601,RSA,180
100929,R,19630602,CZE,
100930,R,19630613,GER,188
100931,R,19630617,RSA,178
100932,R,19630617,RSA,183
100933,R,19630620,USA,
100934,R,19630620,USA,188
100935,R,19630702,USA,185
100936,L,19630704,FRA,185
100937,R,19630704,HAI,185
100938,R,19630706,GER,175
100939,L,19630708,USA,185
100940,R,19630709,USA,
100941,R,19630711,GER,180
100942,R,19630712,FRA,178
100943,R,19630716,LAT,173
100944,R,19630716,SWE,173
100945,R,19630718,RSA,190
100946,R,19630723,YUG,198
100947,R,19630725,JAM,180
100948,L,19630726,IND,
100949,R,19630727,BRA,193
100950,R,19630803,BEL,196
100951,R,19630804,ITA,175
100952,R,19630810,FIN,178
100953,R,19630815,INA,
100954,R,19630818,BRA,183
100955,R,19630825,SEN,185
100956,R,19630828,ITA,180
100957,R,19630829,USA,178
100958,R,19630906,USA,
100959,R,19630914,USA,185
100960,R,19630914,USA,183
100961,R,19630917,GER,
100962,R,19630921,SWE,190
100963,R,19630923,USA,
100964,R,19630929,USA,178
100965,R,19630929,GER,188
100966,R,19631002,GBR,185
100967,R,19631003,USA,188
100968,R,19631010,ITA,
100969,R,19631014,USA,
100970,R,19631017,SWE,193
100971,R,19631025,FIN,178
100972,R,19631104,USA,183
100973,R,19631105,USA,
100974,R,19631107,USA,173
100975,R,19631110,GER,
100976,R,19631111,RSA,183
100977,R,19631113,USA,
100978,R,19631115,GBR,190
100979,R,19631115,USA,190
100980,R,19631118,BRA,178
100981,R,19631125,USA,
100982,R,19631130,AUS,180
100983,R,19631204,USA,
100984,R,19631208,USA,185
100985,R,19631210,USA,
